Tipo,Rubro,Subregion,Año,Municipio,Área Total,Área Producción,Volumen Producción
Permanentes,Cacao,Norte,2007,Gómez Plata,8.00,6.00,2.20
Permanentes,Cacao,Norte,2007,Ituango,76.00,66.00,52.80
Permanentes,Cacao,Magdalena Medio,2007,Maceo,950.00,798.00,279.30
Permanentes,Cacao,Oriente,2007,Nariño,311.00,276.00,110.40
Permanentes,Cacao,Urabá,2007,Necoclí,523.00,151.00,60.40
Permanentes,Cacao,Magdalena Medio,2007,Puerto Berrío,177.80,56.00,16.80
Permanentes,Cacao,Magdalena Medio,2007,Puerto Nare,235.00,35.00,17.50
Permanentes,Cacao,Magdalena Medio,2007,Puerto Triunfo,81.00,0.00,0.00
Permanentes,Cacao,Nordeste,2007,Remedios,405.00,160.00,40.00
Permanentes,Cacao,Occidente,2007,Sabanalarga,38.00,6.00,1.50
Permanentes,Cacao,Norte,2007,San Andrés de C.,116.60,112.30,32.60
Permanentes,Cacao,Oriente,2007,San Carlos,35.00,35.00,12.00
Permanentes,Cacao,Oriente,2007,San Francisco,8.00,8.00,2.40
Permanentes,Cacao,Urabá,2007,San Juan de Urabá,306.50,0.00,0.00
Permanentes,Cacao,Urabá,2007,San Pedro de Uraba,143.00,118.00,35.40
Permanentes,Cacao,Nordeste,2007,San Roque,62.50,18.50,4.60
Permanentes,Cacao,Suroeste,2007,Santa Bárbara,35.00,35.00,17.50
Permanentes,Cacao,Nordeste,2007,Santo Domingo,32.00,14.00,8.40
Permanentes,Cacao,Nordeste,2007,Segovia,47.00,35.00,14.00
Permanentes,Cacao,Suroeste,2007,Támesis,214.00,130.00,58.50
Permanentes,Cacao,Bajo Cauca,2007,Tarazá,123.10,35.00,17.50
Permanentes,Cacao,Suroeste,2007,Tarso,15.30,0.00,0.00
Permanentes,Cacao,Norte,2007,Toledo,23.00,23.00,12.90
Permanentes,Cacao,Urabá,2007,Turbo,1860.00,760.00,304.00
Permanentes,Cacao,Occidente,2007,Uramita,123.00,70.00,28.00
Permanentes,Cacao,Norte,2007,Valdivia,160.00,70.00,45.50
Permanentes,Cacao,Suroeste,2007,Valparaiso,40.00,35.00,17.50
Permanentes,Cacao,Nordeste,2007,Vegachí,520.00,460.00,368.00
Permanentes,Cacao,Nordeste,2007,Yalí,580.00,269.00,188.30
Permanentes,Cacao,Magdalena Medio,2007,Yondó,233.00,233.00,69.90
Permanentes,Cacao,Bajo Cauca,2007,Zaragoza,46.50,0.00,0.00
Permanentes,Café,Oriente,2007,Abejorral,4066.70,3818.70,2329.40
Permanentes,Café,Occidente,2007,Abriaquí,135.00,135.00,81.00
Permanentes,Café,Oriente,2007,Alejandría,738.60,732.60,732.60
Permanentes,Café,Suroeste,2007,Amagá,1085.00,1080.00,1080.00
Permanentes,Café,Nordeste,2007,Amalfi,1552.00,1432.00,1439.20
Permanentes,Café,Suroeste,2007,Andes,8696.00,8484.00,13574.40
Permanentes,Café,Suroeste,2007,Angelópolis,600.00,600.00,960.00
Permanentes,Café,Norte,2007,Angostura,1240.00,1180.00,1180.00
Permanentes,Café,Nordeste,2007,Anorí,214.00,194.00,217.30
Permanentes,Café,Occidente,2007,Anzá,1200.00,1140.00,1311.00
Permanentes,Café,Oriente,2007,Argelia,1800.00,1800.00,1800.00
Permanentes,Café,Occidente,2007,Armenia,787.70,768.70,864.80
Permanentes,Café,Valle de Aburra,2007,Barbosa,1130.80,711.00,924.30
Permanentes,Café,Valle de Aburra,2007,Bello,208.00,202.00,181.80
Permanentes,Café,Suroeste,2007,Betania,5439.40,5439.40,7832.70
Permanentes,Café,Suroeste,2007,Betulia,4845.00,4532.00,9653.20
Permanentes,Café,Norte,2007,Briceño,310.00,60.00,52.80
Permanentes,Café,Occidente,2007,Buriticá,906.10,856.10,719.10
Permanentes,Café,Occidente,2007,Caicedo,1299.00,1195.30,1793.00
Permanentes,Café,Valle de Aburra,2007,Caldas,230.00,230.00,414.00
Permanentes,Café,Norte,2007,Campamento,250.00,248.00,225.70
Permanentes,Café,Occidente,2007,Cañasgordas,2545.00,2447.00,1174.60
Permanentes,Café,Magdalena Medio,2007,Caracolí,35.00,35.00,16.80
Permanentes,Café,Suroeste,2007,Caramanta,1089.00,1039.00,1662.40
Permanentes,Café,Nordeste,2007,Cisneros,259.00,231.00,231.00
Permanentes,Café,Suroeste,2007,Ciudad Bolívar,9680.00,8510.00,15913.70
Permanentes,Café,Oriente,2007,Cocorná,1510.00,1473.00,1473.00
Permanentes,Café,Oriente,2007,Concepción,154.60,154.60,154.60
Permanentes,Café,Suroeste,2007,Concordia,5578.00,5012.00,13181.60
Permanentes,Café,Valle de Aburra,2007,Copacabana,142.00,142.00,99.40
Permanentes,Café,Occidente,2007,Dabeiba,2000.00,1864.00,1864.00
Permanentes,Café,Norte,2007,Don Matías,174.00,170.00,212.50
Permanentes,Café,Occidente,2007,Ebéjico,2015.00,1200.00,1344.00
Permanentes,Café,Oriente,2007,El Carmen de Viboral,470.00,470.00,329.00
Permanentes,Café,Oriente,2007,El Peñol,480.00,480.00,672.00
Permanentes,Café,Oriente,2007,El Retiro,277.00,235.50,306.20
Permanentes,Café,Suroeste,2007,Fredonia,2497.00,2197.00,2856.10
Permanentes,Café,Occidente,2007,Frontino,1260.00,1260.00,1260.00
Permanentes,Café,Occidente,2007,Giraldo,659.00,582.00,698.40
Permanentes,Café,Valle de Aburra,2007,Girardota,378.80,378.80,568.20
Permanentes,Café,Norte,2007,Gómez Plata,754.50,690.50,776.80
Permanentes,Café,Oriente,2007,Granada,926.30,853.00,639.80
Permanentes,Café,Norte,2007,Guadalupe,622.40,577.00,519.30
Permanentes,Café,Oriente,2007,Guatape,45.00,45.00,85.50
Permanentes,Café,Occidente,2007,Heliconia,1264.00,960.00,864.00
Permanentes,Café,Suroeste,2007,Hispania,1951.00,1951.00,1951.00
Permanentes,Café,Valle de Aburra,2007,Itagui,26.70,26.70,53.40
Permanentes,Café,Norte,2007,Ituango,3067.00,2873.00,4309.50
Permanentes,Café,Suroeste,2007,Jardín,2348.00,2348.00,4226.40
Permanentes,Café,Suroeste,2007,Jericó,2000.00,1810.00,2244.40
Permanentes,Café,Oriente,2007,La Ceja,587.00,559.30,727.10
Permanentes,Café,Valle de Aburra,2007,La Estrella,53.00,47.00,37.60
Permanentes,Café,Occidente,2007,Liborina,1250.00,1250.00,1375.00
Permanentes,Café,Magdalena Medio,2007,Maceo,243.00,243.00,109.40
Permanentes,Café,Oriente,2007,Marinilla,15.00,12.00,12.00
Permanentes,Café,Valle de Aburra,2007,Medellín,1078.00,1027.00,821.60
Permanentes,Café,Suroeste,2007,Montebello,1510.00,1450.00,1450.00
Permanentes,Café,Oriente,2007,Nariño,2973.00,2653.00,4642.80
Permanentes,Café,Occidente,2007,Olaya,310.00,270.00,116.50
Permanentes,Café,Occidente,2007,Peque,1233.00,909.00,1045.40
Permanentes,Café,Suroeste,2007,Pueblorrico,1623.00,1430.00,3575.00
Permanentes,Café,Occidente,2007,Sabanalarga,1105.40,1095.50,1057.20
Permanentes,Café,Valle de Aburra,2007,Sabaneta,151.00,121.00,217.80
Permanentes,Café,Suroeste,2007,Salgar,6011.00,4200.00,8400.00
Permanentes,Café,Norte,2007,San Andrés de C.,739.30,625.60,508.00
Permanentes,Café,Oriente,2007,San Carlos,1627.00,1627.00,1464.30
Permanentes,Café,Oriente,2007,San Francisco,476.00,476.00,417.00
Permanentes,Café,Occidente,2007,San Jerónimo,657.00,622.00,528.70
Permanentes,Café,Oriente,2007,San Luis,330.00,320.00,176.00
Permanentes,Café,Oriente,2007,San Rafael,1260.00,1260.00,1260.00
Permanentes,Café,Nordeste,2007,San Roque,1151.40,1071.60,1093.00
Permanentes,Café,Suroeste,2007,Santa Bárbara,1400.00,600.00,675.00
Permanentes,Café,Occidente,2007,Santa Fe de Antioquia,1524.00,1407.00,2096.40
Permanentes,Café,Norte,2007,Santa Rosa de Osos,610.00,610.00,1220.00
Permanentes,Café,Nordeste,2007,Santo Domingo,1334.00,1249.00,1498.80
Permanentes,Café,Oriente,2007,Sonsón,3660.00,3000.00,3600.00
Permanentes,Café,Occidente,2007,Sopetrán,1038.20,978.00,1173.60
Permanentes,Café,Suroeste,2007,Támesis,2657.00,1519.00,1701.90
Permanentes,Café,Suroeste,2007,Tarso,1041.00,951.00,1902.00
Permanentes,Café,Suroeste,2007,Titiribí,613.00,569.00,779.50
Permanentes,Café,Norte,2007,Toledo,1795.00,1232.00,2069.80
Permanentes,Café,Occidente,2007,Uramita,1206.00,1176.00,729.10
Permanentes,Café,Suroeste,2007,Urrao,1145.00,1030.00,1030.00
Permanentes,Café,Suroeste,2007,Valparaiso,721.00,660.00,1234.20
Permanentes,Café,Nordeste,2007,Vegachí,530.00,516.00,619.20
Permanentes,Café,Suroeste,2007,Venecia,711.00,653.00,586.30
Permanentes,Café,Nordeste,2007,Yalí,218.00,128.00,64.00
Permanentes,Café,Norte,2007,Yarumal,403.90,350.00,350.00
Permanentes,Café,Nordeste,2007,Yolombó,1800.00,1700.00,1360.00
Permanentes,Caña,Oriente,2007,Abejorral,360.00,330.00,1023.00
Permanentes,Caña,Occidente,2007,Abriaquí,30.00,30.00,105.00
Permanentes,Caña,Oriente,2007,Alejandría,200.00,187.00,411.40
Permanentes,Caña,Suroeste,2007,Amagá,330.00,316.00,948.00
Permanentes,Caña,Nordeste,2007,Amalfi,694.00,689.00,2204.80
Permanentes,Caña,Suroeste,2007,Andes,243.00,220.00,1584.00
Permanentes,Caña,Suroeste,2007,Angelópolis,88.00,88.00,308.00
Permanentes,Caña,Norte,2007,Angostura,1500.00,1480.00,5920.00
Permanentes,Caña,Nordeste,2007,Anorí,1040.00,1020.00,2550.00
Permanentes,Caña,Occidente,2007,Anzá,42.00,40.00,156.00
Permanentes,Caña,Oriente,2007,Argelia,425.00,0.00,0.00
Permanentes,Caña,Occidente,2007,Armenia,100.00,20.00,66.00
Permanentes,Caña,Valle de Aburra,2007,Barbosa,843.40,831.40,3325.60
Permanentes,Caña,Suroeste,2007,Betania,13.00,8.00,40.00
Permanentes,Caña,Suroeste,2007,Betulia,38.00,38.00,228.00
Permanentes,Caña,Norte,2007,Briceño,155.00,150.00,300.00
Permanentes,Caña,Occidente,2007,Buriticá,58.00,58.00,203.00
Permanentes,Caña,Occidente,2007,Caicedo,97.90,97.90,352.40
Permanentes,Caña,Norte,2007,Campamento,3784.00,3595.00,13661.00
Permanentes,Caña,Occidente,2007,Cañasgordas,96.00,96.00,432.00
Permanentes,Caña,Magdalena Medio,2007,Caracolí,65.00,65.00,273.00
Permanentes,Caña,Suroeste,2007,Caramanta,259.00,247.00,691.60
Permanentes,Caña,Nordeste,2007,Cisneros,749.00,719.00,3091.70
Permanentes,Caña,Suroeste,2007,Ciudad Bolívar,85.00,70.00,525.00
Permanentes,Caña,Oriente,2007,Cocorná,1635.00,1610.00,5635.00
Permanentes,Caña,Oriente,2007,Concepción,121.00,114.00,342.00
Permanentes,Caña,Suroeste,2007,Concordia,500.00,430.00,3010.00
Permanentes,Caña,Valle de Aburra,2007,Copacabana,58.00,58.00,104.40
Permanentes,Caña,Occidente,2007,Dabeiba,400.00,400.00,2200.00
Permanentes,Caña,Norte,2007,Don Matías,230.00,212.00,742.00
Permanentes,Caña,Occidente,2007,Ebéjico,696.00,291.00,1248.40
Permanentes,Caña,Oriente,2007,El Carmen de Viboral,181.00,181.00,325.80
Permanentes,Caña,Suroeste,2007,Fredonia,65.00,45.00,450.00
Permanentes,Caña,Occidente,2007,Frontino,1643.00,1643.00,11501.00
Permanentes,Caña,Occidente,2007,Giraldo,15.00,15.00,67.50
Permanentes,Caña,Valle de Aburra,2007,Girardota,786.00,786.00,3301.20
Permanentes,Caña,Norte,2007,Gómez Plata,327.00,247.00,1235.00
Permanentes,Caña,Oriente,2007,Granada,400.00,400.00,2000.00
Permanentes,Caña,Norte,2007,Guadalupe,358.00,358.00,1288.80
Permanentes,Caña,Occidente,2007,Heliconia,20.00,10.00,26.00
Permanentes,Caña,Suroeste,2007,Hispania,166.00,166.00,830.00
Permanentes,Caña,Valle de Aburra,2007,Itagui,4.20,4.20,18.90
Permanentes,Caña,Norte,2007,Ituango,620.00,600.00,2400.00
Permanentes,Caña,Suroeste,2007,Jardín,139.00,139.00,695.00
Permanentes,Caña,Occidente,2007,Liborina,220.00,220.00,660.00
Permanentes,Caña,Magdalena Medio,2007,Maceo,500.00,400.00,1600.00
Permanentes,Caña,Valle de Aburra,2007,Medellín,84.00,84.00,504.00
Permanentes,Caña,Suroeste,2007,Montebello,19.00,16.00,64.00
Permanentes,Caña,Oriente,2007,Nariño,995.00,970.00,3395.00
Permanentes,Caña,Occidente,2007,Peque,71.00,51.00,214.20
Permanentes,Caña,Suroeste,2007,Pueblorrico,362.00,355.00,2044.80
Permanentes,Caña,Magdalena Medio,2007,Puerto Berrío,100.00,90.00,360.00
Permanentes,Caña,Magdalena Medio,2007,Puerto Nare,10.00,5.00,20.00
Permanentes,Caña,Nordeste,2007,Remedios,390.00,390.00,975.00
Permanentes,Caña,Occidente,2007,Sabanalarga,84.00,69.00,172.50
Permanentes,Caña,Suroeste,2007,Salgar,130.00,130.00,715.00
Permanentes,Caña,Norte,2007,San Andrés de C.,275.00,275.00,726.00
Permanentes,Caña,Oriente,2007,San Carlos,942.00,942.00,3579.60
Permanentes,Caña,Oriente,2007,San Francisco,124.00,124.00,496.00
Permanentes,Caña,Occidente,2007,San Jerónimo,105.50,102.50,512.50
Permanentes,Caña,Oriente,2007,San Luis,304.00,300.00,1200.00
Permanentes,Caña,Oriente,2007,San Rafael,535.00,535.00,1605.00
Permanentes,Caña,Nordeste,2007,San Roque,3050.00,3019.00,14672.30
Permanentes,Caña,Suroeste,2007,Santa Bárbara,310.00,185.00,740.00
Permanentes,Caña,Occidente,2007,Santa Fe de Antioquia,50.00,49.00,98.00
Permanentes,Caña,Norte,2007,Santa Rosa de Osos,335.00,335.00,1608.00
Permanentes,Caña,Nordeste,2007,Santo Domingo,1963.00,1958.00,7832.00
Permanentes,Caña,Oriente,2007,Sonsón,700.00,630.00,2142.00
Permanentes,Caña,Suroeste,2007,Támesis,203.70,193.70,774.80
Permanentes,Caña,Suroeste,2007,Tarso,162.00,162.00,972.00
Permanentes,Caña,Suroeste,2007,Titiribí,155.00,92.00,386.40
Permanentes,Caña,Norte,2007,Toledo,18.30,14.30,28.60
Permanentes,Caña,Occidente,2007,Uramita,410.00,345.00,2070.00
Permanentes,Caña,Suroeste,2007,Urrao,944.20,940.70,2135.40
Permanentes,Caña,Suroeste,2007,Valparaiso,112.00,112.00,448.00
Permanentes,Caña,Nordeste,2007,Vegachí,1470.00,1315.00,6312.00
Permanentes,Caña,Suroeste,2007,Venecia,19.00,19.00,133.00
Permanentes,Caña,Urabá,2007,Vigía del Fuerte,24.00,5.00,9.50
Permanentes,Caña,Nordeste,2007,Yalí,2250.00,1850.00,9250.00
Permanentes,Caña,Norte,2007,Yarumal,408.30,389.30,1245.80
Permanentes,Caña,Nordeste,2007,Yolombó,3430.00,3400.00,15300.00
Permanentes,Cardamomo,Suroeste,2007,Jericó,260.00,219.00,361.40
Permanentes,Cardamomo,Suroeste,2007,Támesis,35.00,35.00,87.50
Permanentes,Cardamomo,Suroeste,2007,Valparaiso,38.00,34.00,306.00
Permanentes,Caucho,Nordeste,2007,Amalfi,46.00,7.00,1.00
Permanentes,Caucho,Bajo Cauca,2007,Cáceres,725.00,0.00,0.00
Permanentes,Caucho,Bajo Cauca,2007,Caucasia,100.00,0.00,0.00
Permanentes,Caucho,Bajo Cauca,2007,El Bagre,90.00,0.00,0.00
Permanentes,Caucho,Magdalena Medio,2007,Maceo,3.00,0.00,0.00
Permanentes,Caucho,Urabá,2007,Mutatá,17.00,17.00,22.10
Permanentes,Caucho,Magdalena Medio,2007,Puerto Berrío,14.00,8.00,5.20
Permanentes,Caucho,Nordeste,2007,San Roque,16.00,0.00,0.00
Permanentes,Caucho,Bajo Cauca,2007,Tarazá,1542.00,79.50,75.50
Permanentes,Caucho,Urabá,2007,Turbo,385.00,0.00,0.00
Permanentes,Caucho,Nordeste,2007,Vegachí,3.00,3.00,3.00
Permanentes,Caucho,Bajo Cauca,2007,Zaragoza,100.00,0.00,0.00
Transitorios,Cebolla Cabezona,Valle de Aburra,2007,Medellín,24.00,24.00,336.00
Permanentes,Cebolla Junca,Valle de Aburra,2007,Barbosa,110.00,85.00,2125.00
Permanentes,Cebolla Junca,Valle de Aburra,2007,Bello,55.00,53.00,625.40
Permanentes,Cebolla Junca,Valle de Aburra,2007,Copacabana,50.00,50.00,1100.00
Permanentes,Cebolla Junca,Occidente,2007,Dabeiba,15.00,15.00,300.00
Permanentes,Cebolla Junca,Occidente,2007,Giraldo,19.00,19.00,760.00
Permanentes,Cebolla Junca,Valle de Aburra,2007,Girardota,99.00,98.00,1960.00
Permanentes,Cebolla Junca,Valle de Aburra,2007,La Estrella,5.00,5.00,50.00
Permanentes,Cebolla Junca,Valle de Aburra,2007,Medellín,65.00,65.00,845.00
Permanentes,Cebolla Junca,Occidente,2007,San Jerónimo,26.00,26.00,676.00
Permanentes,Chirimoya,Occidente,2007,Santa Fe de Antioquia,33.00,33.00,99.00
Transitorios,Chócolo,Oriente,2007,El Carmen de Viboral,2000.00,1980.00,13860.00
Transitorios,Chócolo,Oriente,2007,La Unión,103.00,103.00,721.00
Transitorios,Chócolo,Oriente,2007,Marinilla,1300.00,1300.00,10400.00
Transitorios,Chócolo,Oriente,2007,Sonsón,180.00,180.00,1296.00
Transitorios,Chócolo,Suroeste,2007,Urrao,198.00,197.00,1339.60
Permanentes,Chontaduro,Urabá,2007,Vigía del Fuerte,23.00,8.00,160.00
Transitorios,Cilantro,Valle de Aburra,2007,Medellín,56.00,56.00,336.00
Permanentes,Cítricos,Nordeste,2007,Cisneros,24.00,22.00,133.10
Permanentes,Cítricos,Valle de Aburra,2007,La Estrella,15.00,15.00,442.50
Permanentes,Cítricos,Suroeste,2007,Montebello,25.00,25.00,375.00
Permanentes,Cítricos,Norte,2007,Toledo,24.50,22.00,147.40
Permanentes,Coco,Urabá,2007,Necoclí,490.00,405.00,1579.50
Permanentes,Coco,Urabá,2007,San Juan de Urabá,41.00,41.00,246.00
Permanentes,Coco X Plátano,Urabá,2007,San Juan de Urabá,206.00,206.00,1236.00
Permanentes,Col,Valle de Aburra,2007,Medellín,16.00,16.00,80.00
Transitorios,Coliflor,Oriente,2007,Marinilla,20.00,20.00,500.00
Transitorios,Coliflor,Valle de Aburra,2007,Medellín,10.00,10.00,210.00
Transitorios,Espinaca,Valle de Aburra,2007,Medellín,28.00,28.00,504.00
Permanentes,Fique,Oriente,2007,Alejandría,117.90,29.50,38.40
Permanentes,Fique,Nordeste,2007,Amalfi,447.00,2.50,4.00
Permanentes,Fique,Valle de Aburra,2007,Barbosa,263.00,50.00,37.50
Permanentes,Fique,Oriente,2007,Concepción,78.00,58.00,116.00
Permanentes,Fique,Valle de Aburra,2007,Copacabana,20.20,20.20,15.20
Permanentes,Fique,Occidente,2007,Ebéjico,77.00,0.00,0.00
Permanentes,Fique,Oriente,2007,El Peñol,189.00,189.00,302.40
Permanentes,Fique,Occidente,2007,Giraldo,50.00,50.00,60.00
Permanentes,Fique,Valle de Aburra,2007,Girardota,70.00,55.00,82.50
Permanentes,Fique,Norte,2007,Gómez Plata,39.60,0.00,0.00
Permanentes,Fique,Oriente,2007,Guarne,185.00,185.00,222.00
Permanentes,Fique,Suroeste,2007,Jericó,78.00,0.00,0.00
Permanentes,Fique,Suroeste,2007,Montebello,105.00,0.00,0.00
Permanentes,Fique,Oriente,2007,San Rafael,179.50,179.50,251.30
Permanentes,Fique,Oriente,2007,San Vicente,104.00,104.00,384.80
Permanentes,Fique,Suroeste,2007,Urrao,27.00,0.00,0.00
Permanentes,Fique,Nordeste,2007,Yolombó,29.00,0.00,0.00
Permanentes,Flores (Heliconias),Suroeste,2007,Venecia,10.00,5.50,36.00
Permanentes,Flores (Hortensias),Oriente,2007,El Carmen de Viboral,105.00,105.00,0.00
Permanentes,Fresa,Oriente,2007,Guarne,20.00,20.00,600.00
Permanentes,Fresa,Oriente,2007,La Unión,63.00,52.00,1560.00
Permanentes,Fresa,Valle de Aburra,2007,Medellín,12.00,12.00,84.00
Permanentes,Fresa,Oriente,2007,Rionegro,85.00,85.00,2550.00
Permanentes,Fresa,Oriente,2007,San Vicente,60.00,60.00,3000.00
Transitorios,Fríjol Arbustivo,Occidente,2007,Abriaquí,98.00,98.00,58.80
Transitorios,Fríjol Arbustivo,Oriente,2007,Alejandría,15.00,12.00,9.40
Transitorios,Fríjol Arbustivo,Suroeste,2007,Amagá,70.00,65.00,34.30
Transitorios,Fríjol Arbustivo,Nordeste,2007,Amalfi,130.00,118.00,102.70
Transitorios,Fríjol Arbustivo,Suroeste,2007,Andes,200.00,195.00,165.80
Transitorios,Fríjol Arbustivo,Suroeste,2007,Angelópolis,14.50,14.00,8.40
Transitorios,Fríjol Arbustivo,Norte,2007,Angostura,70.00,70.00,84.00
Transitorios,Fríjol Arbustivo,Nordeste,2007,Anorí,66.50,52.50,31.50
Transitorios,Fríjol Arbustivo,Occidente,2007,Anzá,110.00,100.00,41.00
Transitorios,Fríjol Arbustivo,Occidente,2007,Armenia,27.00,27.00,17.60
Transitorios,Fríjol Arbustivo,Valle de Aburra,2007,Barbosa,4.00,3.00,2.60
Transitorios,Fríjol Arbustivo,Suroeste,2007,Betania,47.00,39.00,33.80
Transitorios,Fríjol Arbustivo,Suroeste,2007,Betulia,18.00,18.00,9.80
Transitorios,Fríjol Arbustivo,Occidente,2007,Caicedo,72.00,72.00,50.40
Transitorios,Fríjol Arbustivo,Valle de Aburra,2007,Caldas,14.00,14.00,14.00
Transitorios,Fríjol Arbustivo,Norte,2007,Campamento,41.00,38.00,32.60
Transitorios,Fríjol Arbustivo,Occidente,2007,Cañasgordas,145.00,145.00,84.40
Transitorios,Fríjol Arbustivo,Suroeste,2007,Ciudad Bolívar,35.00,35.00,21.00
Transitorios,Fríjol Arbustivo,Oriente,2007,Cocorná,234.00,185.00,157.00
Transitorios,Fríjol Arbustivo,Suroeste,2007,Concordia,300.00,240.00,140.00
Transitorios,Fríjol Arbustivo,Occidente,2007,Dabeiba,900.00,900.00,810.00
Transitorios,Fríjol Arbustivo,Occidente,2007,Ebéjico,7.50,7.50,4.10
Transitorios,Fríjol Arbustivo,Occidente,2007,Frontino,90.00,90.00,72.00
Transitorios,Fríjol Arbustivo,Occidente,2007,Giraldo,25.00,25.00,30.00
Transitorios,Fríjol Arbustivo,Norte,2007,Guadalupe,95.00,95.00,71.30
Transitorios,Fríjol Arbustivo,Occidente,2007,Heliconia,55.00,55.00,24.80
Transitorios,Fríjol Arbustivo,Suroeste,2007,Hispania,16.00,16.00,12.00
Transitorios,Fríjol Arbustivo,Norte,2007,Ituango,520.00,520.00,312.00
Transitorios,Fríjol Arbustivo,Valle de Aburra,2007,La Estrella,5.50,5.50,4.40
Transitorios,Fríjol Arbustivo,Valle de Aburra,2007,Medellín,36.00,36.00,54.00
Transitorios,Fríjol Arbustivo,Oriente,2007,Nariño,150.00,136.00,71.40
Transitorios,Fríjol Arbustivo,Occidente,2007,Peque,395.00,395.00,239.80
Transitorios,Fríjol Arbustivo,Suroeste,2007,Pueblorrico,5.00,5.00,8.50
Transitorios,Fríjol Arbustivo,Nordeste,2007,Remedios,196.00,190.00,76.00
Transitorios,Fríjol Arbustivo,Occidente,2007,Sabanalarga,80.00,80.00,72.50
Transitorios,Fríjol Arbustivo,Suroeste,2007,Salgar,130.00,104.00,41.60
Transitorios,Fríjol Arbustivo,Oriente,2007,San Carlos,50.00,50.00,52.00
Transitorios,Fríjol Arbustivo,Oriente,2007,San Francisco,130.00,130.00,78.00
Transitorios,Fríjol Arbustivo,Nordeste,2007,San Roque,124.40,120.40,118.00
Transitorios,Fríjol Arbustivo,Suroeste,2007,Santa Bárbara,10.00,8.00,6.40
Transitorios,Fríjol Arbustivo,Occidente,2007,Santa Fe de Antioquia,890.00,890.00,517.90
Transitorios,Fríjol Arbustivo,Nordeste,2007,Santo Domingo,50.00,42.00,50.40
Transitorios,Fríjol Arbustivo,Bajo Cauca,2007,Tarazá,16.00,15.00,8.00
Transitorios,Fríjol Arbustivo,Suroeste,2007,Tarso,25.00,23.00,21.20
Transitorios,Fríjol Arbustivo,Suroeste,2007,Titiribí,46.10,44.50,27.00
Transitorios,Fríjol Arbustivo,Norte,2007,Toledo,180.00,90.00,116.20
Transitorios,Fríjol Arbustivo,Occidente,2007,Uramita,150.00,150.00,135.00
Transitorios,Fríjol Arbustivo,Suroeste,2007,Urrao,115.00,115.00,151.80
Transitorios,Fríjol Arbustivo,Suroeste,2007,Venecia,20.00,20.00,20.00
Transitorios,Fríjol Arbustivo,Nordeste,2007,Yalí,40.00,40.00,22.80
Transitorios,Fríjol Arbustivo,Nordeste,2007,Yolombó,120.00,120.00,96.00
Transitorios,Fríjol Voluble,Oriente,2007,Abejorral,360.00,360.00,540.00
Transitorios,Fríjol Voluble,Suroeste,2007,Andes,57.00,56.00,89.60
Transitorios,Fríjol Voluble,Occidente,2007,Anzá,15.00,13.00,18.20
Transitorios,Fríjol Voluble,Valle de Aburra,2007,Barbosa,272.00,272.00,408.00
Transitorios,Fríjol Voluble,Valle de Aburra,2007,Bello,38.00,38.00,49.40
Transitorios,Fríjol Voluble,Norte,2007,Belmira,80.00,60.00,66.00
Transitorios,Fríjol Voluble,Suroeste,2007,Betulia,42.00,40.00,72.00
Transitorios,Fríjol Voluble,Norte,2007,Briceño,50.00,50.00,80.00
Transitorios,Fríjol Voluble,Occidente,2007,Buriticá,280.00,280.00,420.00
Transitorios,Fríjol Voluble,Occidente,2007,Caicedo,32.00,32.00,40.30
Transitorios,Fríjol Voluble,Suroeste,2007,Caramanta,19.00,16.00,40.00
Transitorios,Fríjol Voluble,Norte,2007,Carolina,20.00,15.00,33.00
Transitorios,Fríjol Voluble,Nordeste,2007,Cisneros,80.00,70.00,56.00
Transitorios,Fríjol Voluble,Oriente,2007,Concepción,230.00,230.00,345.00
Transitorios,Fríjol Voluble,Norte,2007,Don Matías,18.00,18.00,36.00
Transitorios,Fríjol Voluble,Oriente,2007,El Carmen de Viboral,760.00,720.00,936.00
Transitorios,Fríjol Voluble,Oriente,2007,El Peñol,800.00,800.00,1250.00
Transitorios,Fríjol Voluble,Oriente,2007,El Retiro,60.00,60.00,90.00
Transitorios,Fríjol Voluble,Oriente,2007,El Santuario,900.00,900.00,1350.00
Transitorios,Fríjol Voluble,Norte,2007,Entrerrios,40.00,40.00,108.00
Transitorios,Fríjol Voluble,Norte,2007,Gómez Plata,16.00,16.00,35.20
Transitorios,Fríjol Voluble,Oriente,2007,Granada,185.00,155.00,272.80
Transitorios,Fríjol Voluble,Oriente,2007,Guarne,210.00,210.00,336.00
Transitorios,Fríjol Voluble,Oriente,2007,Guatape,112.00,112.00,145.60
Transitorios,Fríjol Voluble,Norte,2007,Ituango,1020.00,1020.00,816.00
Transitorios,Fríjol Voluble,Oriente,2007,La Ceja,170.00,170.00,204.00
Transitorios,Fríjol Voluble,Oriente,2007,La Unión,382.00,226.00,678.00
Transitorios,Fríjol Voluble,Occidente,2007,Liborina,21.00,21.00,16.20
Transitorios,Fríjol Voluble,Oriente,2007,Marinilla,1100.00,1100.00,1320.00
Transitorios,Fríjol Voluble,Valle de Aburra,2007,Medellín,74.00,74.00,148.00
Transitorios,Fríjol Voluble,Suroeste,2007,Montebello,80.00,75.00,150.00
Transitorios,Fríjol Voluble,Occidente,2007,Peque,1660.00,1660.00,1079.00
Transitorios,Fríjol Voluble,Oriente,2007,Rionegro,370.00,370.00,777.00
